15736266	1
17437036	1
11478406	1
16842499	1
14608036	1
12832042	1
12588794	2
9837983	2
12837550	5
15064755	2
19006693	1
10727952	1
12738960	6
15770503	1
8391371	1
8306972	1
21565615	2
12350225	2
3137452	1
21159776	9
11747812	8
17697936	2
3941068	1
17124385	1
9409822	3
9409821	2
9409820	1
12067731	2
19008232	11
9108325	1
11027531	3
10882066	2
10882065	2
12107181	1
11410665	1
16551644	4
16643897	1
10949293	8
9655509	2
9920864	1
19690808	1
16434569	1
8068691	3
347446	2
11933234	1
10336454	1
21292163	1
17417628	1
11780120	2
12459185	1
20573983	2
18490768	2
2100266	1
12354109	1
15837932	1
11888210	1
2100262	6
11245925	4
16429160	3
12354100	23
16679419	1
19109233	2
15596544	11
15596542	1
19852960	3
9078378	1
12851411	2
12851412	4
17530928	1
18204080	1
9176118	1
12413398	1
12655409	1
10777580	1
8263025	1
1529340	1
7941729	1
11856530	63
15082582	1
19799913	1
16006144	4
17158449	3
8557738	1
2538439	2
12054677	1
21193996	2
8022822	1
16087707	3
17196169	3
11071891	3
12065481	4
10951223	2
15071502	1
9630751	1
11415443	1
15071506	3
11415446	2
8020095	1
8524811	4
8524815	1
3023819	1
15691766	1
2180956	3
9047294	1
19395639	1
18630689	1
16178011	1
9511762	1
12482861	5
7663514	4
9832460	5
18633336	2
8946166	1
19849849	4
12682021	1
6232272	1
11818961	4
11102482	3
15039299	11
11955450	1
11955451	1
16461343	4
6251866	1
16461341	7
18505825	5
15515129	1
16314414	5
14970195	7
11044613	2
21376736	3
17984081	1
12351681	2
14970192	1
1739976	2
10074342	1
12753899	1
9395535	1
18515854	1
18252706	1
3084479	1
10790335	7
3518793	1
15093746	1
12697670	5
11392791	1
11170413	2
15086805	1
17544377	2
10880574	1
15086802	1
15218150	2
12722185	2
10790336	1
7785330	1
11554746	1
15811777	1
17425785	1
17425782	4
17241129	2
19524515	2
16711029	1
17442730	1
19524510	7
19524513	2
19524512	2
15998638	2
11113152	1
21895632	1
18186026	1
15084519	2
11104777	1
2138016	6
1382990	1
1848231	1
11104772	12
10636868	3
10464320	1
19270403	3
10636865	2
1848239	1
2647769	1
19129178	7
4889171	1
18413325	5
12051917	1
10585884	1
16418484	2
15908440	2
16418487	1
9746365	2
19935664	2
9707445	1
9707442	1
10747911	1
18006602	1
15601820	22
18987311	4
14648878	1
16466697	1
8895665	1
15784897	7
7038378	1
15518576	2
16408306	7
15518571	3
11389077	2
16408305	1
19158398	4
9665797	1
14735464	2
18597948	1
16181637	1
8916043	2
11156616	1
18483180	1
8419134	5
17121840	2
20142844	1
19277118	2
12724542	1
10069332	1
10841515	3
18086704	3
10069336	3
20547861	1
12242306	6
12242305	3
11784785	3
8193305	2
11784787	3
8137419	2
9405347	1
10845460	3
17545021	1
20348433	2
8387214	1
19234057	3
7916729	1
17664250	5
15102704	2
18477665	8
15102706	9
15102707	6
19861414	1
10220404	4
21158412	3
18028262	1
20463090	1
15802519	3
8582750	1
12021201	4
11598191	2
19180667	2
15613740	1
14746906	4
18397322	1
9353121	4
10831612	2
16687515	1
15448152	1
1730753	3
3312234	2
10209025	1
3536907	1
15976074	3
18202225	3
5920808	1
16831830	8
17716973	6
11445542	2
16831833	18
16831834	2
16831835	1
12853481	2
18384502	2
19940171	1
15365178	2
10569946	1
18959742	4
16109715	2
21383699	3
17360696	2
10605025	4
17360695	1
10903176	9
20159608	3
10929106	3
9196379	4
11252055	1
14749489	12
20230648	1
15494416	1
10471747	8
21074459	4
9064359	1
9649505	1
12151522	1
12151521	1
19073915	1
12110186	3
16877635	1
15716118	4
19141481	1
12110182	1
12110183	1
16452683	1
16803883	2
15123806	2
11466438	6
15916951	2
15340048	1
15916958	2
10586052	8
5093631	40
12200431	4
15448155	1
12200434	1
12970194	1
10424669	1
20362446	3
12200438	1
2300336	1
18425119	1
11062130	2
14602677	6
12514244	1
15169867	1
9372449	1
15169862	2
12297051	2
19955427	3
15792362	3
18979228	1
9372443	2
15527896	7
9195899	2
18195021	1
9372444	1
11036094	1
18027867	1
10331981	1
15576450	8
15576455	2
10331984	2
12773392	5
12492836	1
12773390	3
12773391	2
12773397	2
12405956	3
10590261	2
17174956	2
9442033	1
10816729	1
9473503	1
1840698	1
19589130	1
26565	1
19995986	1
21059927	1
18077788	2
15280425	8
10924501	2
8294447	1
10924507	2
10924506	2
16930598	2
14655046	8
11369809	1
11502259	2
10455141	2
8626621	4
17012601	2
17012600	2
17012603	2
18835563	2
2503252	2
17012604	1
15585844	1
7479864	2
19270112	1
15993620	2
16085704	1
8797804	1
21540435	1
8276233	1
10591653	10
19915564	15
11160819	1
19369589	1
16386333	7
20368097	1
9093858	8
2885843	1
7589446	1
17339363	1
572084	5
16280593	6
19203580	2
9166719	4
17078114	1
19203584	3
9010225	2
15558	1
11790778	1
12135984	2
9199353	2
1377031	1
9252189	2
16212654	1
12606316	4
16491385	1
16027218	2
16436512	1
15766525	2
15044805	1
18204083	2
12000771	1
12000770	1
16956384	1
12834273	3
14669991	1
7805834	1
8879470	1
18765793	2
12777254	4
19901554	1
1313011	1
10777584	2
16428247	1
9747802	1
10447691	1
19734312	8
11896048	1
20833713	1
16125296	3
11231132	1
11181555	1
16055745	2
9631169	1
7587074	1
16055741	1
9866716	1
11031258	2
16407442	1
16407443	2
9363940	1
17662948	4
20622900	2
15358680	1
17662942	2
17662947	2
17662946	2
2120051	1
18208838	1
15621534	5
15621536	1
15621531	7
10612400	1
15621533	8
9813009	1
15316288	1
15316289	8
17392279	1
16216083	1
21173279	3
17010113	10
17010112	1
17010111	1
8024565	1
21903581	2
9225860	1
21903585	2
8825100	2
15476864	1
1926182	1
6337993	1
6337994	1
16966376	1
20375098	1
1681587	2
1346120	2
18931107	1
14615601	1
7957872	1
12871978	1
12706302	1
21209787	1
19103755	19
19103756	2
17349953	2
12469910	1
10925297	4
18992223	2
16247027	2
16247022	18
12885226	1
16887818	7
8378084	1
20952389	1
20952388	2
19763735	1
15876368	1
19823924	1
9067988	2
11481237	1
8534915	1
15537633	1
8075080	1
15344908	1
1320019	1
19019220	1
8636092	1
11922622	13
10646847	3
15047868	1
19755168	3
11922628	1
19833731	5
15047861	1
8028007	1
20035867	6
19177143	1
16785610	1
20818435	2
19416652	2
7559626	1
9724801	1
9724800	1
19177149	2
7982557	1
15452134	2
16456031	1
18095572	1
18643979	9
9372948	6
16777356	3
18643975	5
20580700	5
18643977	2
12480138	1
18643972	1
11964404	8
17972163	4
8027030	1
17660542	1
21491957	1
16904920	1
10915793	1
17660549	1
21788474	1
21102479	1
11015468	1
8620848	1
17488626	2
17499244	1
15277543	1
17614221	3
15749712	5
8620844	2
11709152	1
12560945	1
15243141	5
17409253	2
16162672	1
16254146	9
17217916	2
16934754	1
19740747	2
3316224	1
7794128	1
20711475	13
14657030	3
14657031	1
10101162	1
16996265	2
20058175	1
10101169	1
10490590	2
7498521	1
18602937	3
20404563	15
10490597	1
11206547	2
19461891	1
15584924	11
15550542	8
18806221	1
19503597	8
11805057	1
9608680	3
8576237	1
19086271	1
9182702	1
12021174	1
12468741	1
1934068	1
18239382	1
11549699	4
18604195	13
19019919	3
34600	1
19668342	1
9787126	1
17499414	6
17898181	2
2436819	1
15242814	2
18627006	2
8663182	1
16361227	11
17351295	1
12654300	1
11163178	3
15680358	2
20616037	1
16513351	2
9693109	1
11854527	5
11853756	5
15680351	3
12657654	2
15680353	1
7727423	1
18408028	1
12657651	2
9368605	5
9738469	1
11984841	1
11984842	2
18573194	1
18573193	2
12684511	2
12684510	1
21278743	2
12527778	1
21278747	5
7499430	4
18809930	4
12716955	4
10536059	10
16575514	2
8663458	1
21264221	2
21264220	1
16476663	3
15918910	1
10498748	1
10779343	1
11259612	1
16627466	1
15752197	1
17895290	1
10200548	3
8749394	3
12867507	3
10798401	1
8749393	4
17481897	2
17481898	2
11331597	1
15208331	1
11331592	19
19043414	3
1324928	3
3891762	1
7588080	1
12140175	1
9162052	1
9162053	1
11573963	1
16585515	1
1324925	1
16257555	2
17093060	3
18347167	3
11983710	1
11983712	1
17561467	1
17277024	4
10567559	2
7657724	1
12209011	1
16753811	1
17397987	1
17658950	1
11780067	2
11502758	1
11861296	1
11861297	1
15922729	1
16374483	2
11555635	2
11502751	7
11780069	8
15366015	3
7993625	1
11555633	4
16540543	1
16540542	6
16540541	1
8525378	1
18606138	27
8224904	2
11889045	9
12963107	3
2984595	1
7688606	1
17196531	2
1280105	1
17600184	1
14521831	3
19251946	1
17822384	1
1581960	1
16549797	2
18239929	9
10379837	1
20137774	1
20137777	2
7791877	9
624833	3
8908517	1
3458201	1
9219904	1
9186920	19
17704056	1
12514742	1
16273107	2
10194342	1
10198642	1
12946942	1
15866882	4
12809519	3
17562281	1
10908351	1
21889052	1
16611985	3
16469952	1
11404425	6
10611325	4
11604516	1
11018767	1
11604514	2
21423294	1
19013515	12
19542000	1
14522984	1
14522986	1
12923057	1
17699558	6
11239471	8
18955134	1
18708476	1
16135799	1
15616553	2
12923059	5
18479463	1
10222154	1
9654126	1
9875215	1
7536412	1
12897130	1
20522776	7
12441305	1
11781334	1
12441301	6
12441300	1
12453420	1
8950218	1
9927601	1
15653675	2
12908874	3
9927605	1
11781338	1
12453428	1
15470112	5
19747902	1
12388548	1
9358851	2
15797385	3
15797386	2
11152661	3
15797380	1
15797381	1
16621992	3
15797383	5
12524333	4
12954621	1
12524331	1
17457927	1
16756943	1
7493987	2
8631807	2
19046963	3
18721802	3
8706033	4
19536508	2
17098812	1
17098813	1
17098811	2
17804816	2
17804815	1
10207140	5
3875683	1
9395087	1
12523648	1
17130459	1
14970190	9
10772806	1
16790029	1
16496096	1
10625684	9
12941620	3
19923449	1
11180822	8
17236133	6
9452475	2
21592617	1
12070315	1
12845326	2
12845325	2
19776250	2
16740145	2
16740147	1
16740146	4
9726421	1
12972671	1
12897262	2
12560492	1
16962942	2
7585249	1
9974395	1
18948590	1
14561718	1
11909642	2
12115977	6
17569032	1
19129400	1
7002718	1
19129404	1
15084893	1
15758024	4
9720869	1
8702641	1
15797925	4
18057382	1
1804504	1
12821048	1
11311527	1
3065456	1
16565218	1
12808445	1
12821041	1
20525922	1
16299301	2
17409354	7
12718893	1
17291312	1
17634200	1
21199819	5
19574431	1
18836316	4
12782322	27
8872139	1
18634987	1
17189197	5
15612920	2
7738015	5
10669158	1
8293473	1
14647992	1
16230526	2
12944392	3
3932069	1
9716402	2
12145311	1
12145310	1
8700863	1
12414093	8
3518860	1
17510246	1
18538659	2
17367383	1
15569709	2
7770544	1
15928073	34
12860991	1
9271122	2
12860997	2
9271120	2
12624180	1
12819212	6
20570942	5
18056380	1
16378591	1
8566770	1
16378592	2
10102375	1
20630947	1
12167636	2
7640303	1
8335000	1
16709802	4
21357509	4
7798307	1
10571085	1
18172199	1
15051637	1
17185541	1
15143218	1
9554851	14
15936177	1
11514632	1
11514631	2
18281261	4
17728244	2
17082457	5
3151020	1
10346817	10
8943008	1
17728242	3
15539463	3
17071751	1
9054360	3
18178769	1
12401342	2
16219303	1
20237303	1
16343815	6
12853976	1
9710587	5
19465912	1
9710584	1
18757723	3
14960274	5
9710580	1
11335086	1
18644345	1
14561408	1
17927973	6
17496120	1
17496121	1
17496122	4
10713131	1
15240714	25
12433998	1
10508517	1
17510860	4
15240719	4
12433996	1
18980211	4
10497244	1
12944970	1
1580288	1
9184220	1
9184222	1
1374909	1
16289203	1
7619724	2
11779465	5
15225544	2
11779460	1
15225546	2
15464587	1
16617101	2
9861029	5
15644117	1
16617104	3
19616419	1
20885789	1
9861026	2
17545150	1
21250909	1
18045925	2
17933871	7
11973339	1
12620220	1
21751375	2
8790352	1
17914457	2
17914456	3
18559506	2
12444977	19
12750314	5
15025998	25
16963227	1
12373100	1
11100981	1
12665508	2
17412609	1
12665504	4
7989365	2
17276918	1
11743114	24
17336906	3
20697737	2
11223943	1
20067581	2
15836982	1
18501590	2
9224897	1
12972669	1
10889003	1
21398569	1
12222562	1
16212417	2
8628245	1
12407027	1
11980907	1
