Gene,Main location,Other location,Expression type,Reliability
ENSG00000177143,Nucleus but not nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000177156,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000177181,Nucleoli,Nucleus,Staining,Uncertain
ENSG00000177189,Nucleus;Cytoplasm,,Staining,Supportive
ENSG00000177202,Nucleus,Nucleoli,Staining,Non-supportive
ENSG00000177225,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000177234,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000177238,,,Staining,Uncertain
ENSG00000177283,,,Staining,Uncertain
ENSG00000177291,Nuclear membrane,,Staining,Uncertain
ENSG00000177311,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000177324,Cytoplasm,Nucleus but not nucleoli;Cytoskeleton (Intermediate filaments),APE,Low
ENSG00000177337,Mitochondria,Vesicles,Staining,Uncertain
ENSG00000177354,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000177370,Plasma membrane,,Staining,Non-supportive
ENSG00000177409,Cytoplasm,,Staining,Uncertain
ENSG00000177414,Cytoskeleton (Intermediate filaments),Aggresome,Staining,Uncertain
ENSG00000177425,Cytoplasm,Nucleus;Plasma membrane,Staining,Supportive
ENSG00000177427,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000177432,Cytoplasm,,Staining,Uncertain
ENSG00000177455,,,Staining,Uncertain
ENSG00000177459,Cytoplasm;Golgi apparatus,,APE,Low
ENSG00000177463,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000177464,,,Staining,Uncertain
ENSG00000177465,Nucleoli,Cytoplasm;Golgi apparatus,Staining,Non-supportive
ENSG00000177468,Nucleus;Plasma membrane,Golgi apparatus,Staining,Uncertain
ENSG00000177483,Cytoplasm,,Staining,Uncertain
ENSG00000177485,Nucleus;Plasma membrane;Cytoplasm,Nucleoli,APE,High
ENSG00000177494,Nucleus;Cytoplasm,Mitochondria,Staining,Uncertain
ENSG00000177542,Mitochondria,Nucleus but not nucleoli,Staining,Supportive
ENSG00000177558,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000177565,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000177570,Cytoplasm;Golgi apparatus,,Staining,Uncertain
ENSG00000177575,,,Staining,Uncertain
ENSG00000177576,Vesicles,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000177602,Vesicles,Nucleus;Cytoplasm,Staining,Supportive
ENSG00000177613,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000177627,Cytoplasm,,Staining,Uncertain
ENSG00000177628,Nucleoli,,Staining,Non-supportive
ENSG00000177646,Mitochondria,,Staining,Uncertain
ENSG00000177675,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000177679,Plasma membrane,Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000177685,Cytoplasm;Centrosome,,Staining,Uncertain
ENSG00000177692,Nucleus;Golgi apparatus,,Staining,Uncertain
ENSG00000177694,,,Staining,Uncertain
ENSG00000177697,,,Staining,Uncertain
ENSG00000177706,Nucleus but not nucleoli,Cytoplasm;Golgi apparatus,Staining,Uncertain
ENSG00000177707,Cytoplasm;Cytoskeleton (Microtubules),Plasma membrane;Vesicles;Cell Junctions,Staining,Uncertain
ENSG00000177731,Nucleus but not nucleoli;Cytoplasm,Centrosome,APE,High
ENSG00000177733,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000177791,Nucleus,,Staining,Supportive
ENSG00000177800,Cytoplasm,Plasma membrane,Staining,Uncertain
ENSG00000177830,Nucleus but not nucleoli,Cytoskeleton (Intermediate filaments),Staining,Non-supportive
ENSG00000177842,Plasma membrane,,Staining,Uncertain
ENSG00000177854,Nucleoli;Endoplasmic reticulum,Golgi apparatus,Staining,Uncertain
ENSG00000177868,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000177888,Nuclear membrane;Cytoplasm,Nucleus,Staining,Uncertain
ENSG00000177889,,,Staining,Uncertain
ENSG00000177917,Nuclear membrane,Cytoplasm;Centrosome,Staining,Uncertain
ENSG00000177932,Cytoskeleton (Intermediate filaments),Nuclear membrane;Vesicles,Staining,Uncertain
ENSG00000177938,Cytoskeleton (Microtubules),Cytoplasm,Staining,Uncertain
ENSG00000177947,Nucleus,,Staining,Uncertain
ENSG00000177951,Nucleus;Golgi apparatus,,Staining,Supportive
ENSG00000177981,Nucleus,Cytoplasm,Staining,Supportive
ENSG00000177992,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000178015,,,Staining,Uncertain
ENSG00000178021,Cytoplasm,Centrosome,Staining,Uncertain
ENSG00000178026,Cytoplasm,,Staining,Uncertain
ENSG00000178053,Nucleus;Cytoplasm,,Staining,Supportive
ENSG00000178057,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000178075,Plasma membrane,Cytoplasm,Staining,Uncertain
ENSG00000178078,Vesicles,,APE,Medium
ENSG00000178096,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000178104,Cytoplasm;Golgi apparatus,,APE,Low
ENSG00000178105,Nucleoli,Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000178110,Cytoskeleton (Microtubules),,Staining,Uncertain
ENSG00000178125,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,APE,Low
ENSG00000178127,Plasma membrane;Cytoplasm,,Staining,Non-supportive
ENSG00000178149,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000178150,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000178163,Nucleus,,APE,Low
ENSG00000178175,Nucleus but not nucleoli,Cytoplasm;Vesicles;Centrosome,APE,Low
ENSG00000178177,Nucleus but not nucleoli;Nuclear membrane;Cytoplasm,,APE,Low
ENSG00000178187,Nucleus but not nucleoli,Mitochondria,Staining,Uncertain
ENSG00000178199,Nucleus but not nucleoli,Vesicles,Staining,Supportive
ENSG00000178202,Nucleus but not nucleoli,Vesicles,Staining,Uncertain
ENSG00000178209,Cytoplasm;Cytoskeleton (Intermediate filaments),Plasma membrane;Focal Adhesions,Staining,Supportive
ENSG00000178217,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000178226,,,Staining,Uncertain
ENSG00000178229,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000178234,Nucleus;Cytoplasm,Nucleoli,Staining,Uncertain
ENSG00000178235,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000178252,Cytoplasm,,Staining,Supportive
ENSG00000178257,Nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000178301,Nucleus but not nucleoli,Vesicles,Staining,Uncertain
ENSG00000178338,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000178372,Plasma membrane,Nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000178381,Vesicles,,Staining,Uncertain
ENSG00000178385,Cytoplasm;Vesicles,,Staining,Uncertain
ENSG00000178394,Nucleus,,Staining,Non-supportive
ENSG00000178395,Mitochondria,Cytoplasm,Staining,Uncertain
ENSG00000178401,,,Staining,Uncertain
ENSG00000178404,Nucleus;Nucleoli;Mitochondria,,APE,Very low
ENSG00000178409,Cytoplasm,Golgi apparatus,Staining,Uncertain
ENSG00000178425,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000178445,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000178449,Mitochondria,,Staining,Uncertain
ENSG00000178460,Cytoskeleton (Actin filaments),,Staining,Uncertain
ENSG00000178462,,,Staining,Uncertain
ENSG00000178467,Cytoplasm;Vesicles,,Staining,Uncertain
ENSG00000178473,Mitochondria,,Staining,Uncertain
ENSG00000178502,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000178531,Nucleus but not nucleoli,Plasma membrane;Cell Junctions,Staining,Uncertain
ENSG00000178537,Cytoplasm;Mitochondria,,Staining,Supportive
ENSG00000178538,,,Staining,Uncertain
ENSG00000178568,Nucleus but not nucleoli;Cytoplasm,,Staining,Supportive
ENSG00000178573,Nucleus but not nucleoli;Vesicles,Centrosome,Staining,Uncertain
ENSG00000178597,,,Staining,Uncertain
ENSG00000178605,,,Staining,Uncertain
ENSG00000178645,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000178662,Nucleoli,Nucleus,Staining,Uncertain
ENSG00000178685,Nucleus but not nucleoli,Golgi apparatus,Staining,Supportive
ENSG00000178694,Nucleus,,Staining,Uncertain
ENSG00000178719,,,APE,N/A
ENSG00000178726,Nucleus but not nucleoli;Cytoplasm,,APE,Low
ENSG00000178741,Nucleus but not nucleoli;Cytoplasm,,Staining,Non-supportive
ENSG00000178764,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,APE,High
ENSG00000178772,Nucleus;Nuclear membrane,,Staining,Uncertain
ENSG00000178773,,,Staining,Uncertain
ENSG00000178796,Cytoplasm,,Staining,Uncertain
ENSG00000178802,Cytoplasm,,Staining,Supportive
ENSG00000178803,Vesicles,,Staining,Uncertain
ENSG00000178804,Nucleoli,Nucleus,Staining,Uncertain
ENSG00000178821,,,Staining,Uncertain
ENSG00000178826,Plasma membrane;Focal Adhesions,,Staining,Uncertain
ENSG00000178828,Nucleus but not nucleoli;Golgi apparatus,Cytoplasm,Staining,Uncertain
ENSG00000178852,Nucleus;Cytoplasm,,APE,Medium
ENSG00000178896,Cytoskeleton (Intermediate filaments),,Staining,Uncertain
ENSG00000178904,Cytoskeleton (Microtubules),,Staining,Non-supportive
ENSG00000178913,Nucleus but not nucleoli;Golgi apparatus,,Staining,Supportive
ENSG00000178921,Nucleus but not nucleoli,Plasma membrane,Staining,Uncertain
ENSG00000178922,Plasma membrane;Cytoplasm,Golgi apparatus,Staining,Uncertain
ENSG00000178928,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000178932,,,Staining,Uncertain
ENSG00000178934,Cytoplasm,,Staining,Non-supportive
ENSG00000178950,Golgi apparatus,Cytoplasm,Staining,Supportive
ENSG00000178952,Mitochondria,,APE,High
ENSG00000178965,Nuclear membrane;Cytoplasm,,Staining,Uncertain
ENSG00000178971,,,Staining,Uncertain
ENSG00000178982,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000178996,Cytoplasm,Nucleus but not nucleoli,Staining,Non-supportive
ENSG00000178997,Cytoplasm,,Staining,Uncertain
ENSG00000179021,,,Staining,Uncertain
ENSG00000179044,Cytoplasm,Plasma membrane;Cytoskeleton (Microtubules),Staining,Uncertain
ENSG00000179046,Plasma membrane,Nucleus but not nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000179058,Nucleus but not nucleoli,Vesicles,Staining,Uncertain
ENSG00000179071,,,Staining,Uncertain
ENSG00000179085,Cytoplasm,,Staining,Non-supportive
ENSG00000179088,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000179091,Mitochondria,Cytoplasm;Cell Junctions,Staining,Supportive
ENSG00000179097,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000179104,Cytoskeleton (Actin filaments),Cytoplasm,APE,Low
ENSG00000179115,Cytoplasm,,Staining,Supportive
ENSG00000179133,Vesicles,,Staining,Uncertain
ENSG00000179134,Cytoplasm,,Staining,Uncertain
ENSG00000179144,Mitochondria,Centrosome,Staining,Uncertain
ENSG00000179165,,,Staining,Uncertain
ENSG00000179168,Nuclear membrane;Cytoplasm,,Staining,Uncertain
ENSG00000179178,Cytoplasm;Vesicles,,Staining,Uncertain
ENSG00000179218,Cytoplasm,,Staining,Supportive
ENSG00000179241,Cell Junctions,,Staining,Uncertain
ENSG00000179242,Plasma membrane,,Staining,Supportive
ENSG00000179292,Nucleoli,Golgi apparatus,Staining,Uncertain
ENSG00000179299,Vesicles,,Staining,Uncertain
ENSG00000179314,Nucleus but not nucleoli,Cytoplasm;Golgi apparatus,Staining,Uncertain
ENSG00000179344,Cytoplasm,,Staining,Uncertain
ENSG00000179348,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000179364,Golgi apparatus,Cytoplasm,Staining,Non-supportive
ENSG00000179403,,,Staining,Uncertain
ENSG00000179407,,,Staining,Uncertain
ENSG00000179454,Cytoplasm,,Staining,Uncertain
ENSG00000179455,Plasma membrane;Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000179477,Cytoplasm,Centrosome,Staining,Uncertain
ENSG00000179526,,,Staining,Uncertain
ENSG00000179532,Nucleus but not nucleoli,Nucleoli,Staining,Uncertain
ENSG00000179562,Golgi apparatus,Plasma membrane;Cytoplasm,APE,High
ENSG00000179604,Cytoskeleton (Microtubules),Cytoskeleton (Actin filaments),Staining,Supportive
ENSG00000179636,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000179674,Nucleus,,Staining,Uncertain
ENSG00000179761,Nucleus but not nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000179772,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000179774,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000179776,Mitochondria,Cytoplasm,Staining,Non-supportive
ENSG00000179796,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000179813,Nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000179832,,,Staining,Uncertain
ENSG00000179833,Nucleus but not nucleoli,,APE,Medium
ENSG00000179837,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000179840,Nucleus,Nucleoli;Vesicles,Staining,Uncertain
ENSG00000179846,Plasma membrane;Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000179869,,,Staining,Uncertain
ENSG00000179873,,,Staining,Uncertain
ENSG00000179902,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000179912,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000179913,Plasma membrane;Focal Adhesions,,Staining,Uncertain
ENSG00000179933,Cytoplasm;Mitochondria,,Staining,Uncertain
ENSG00000179950,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000179954,Nucleus,,Staining,Uncertain
ENSG00000179958,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000179981,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000179988,Cytoskeleton (Actin filaments),,Staining,Uncertain
ENSG00000180011,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000180035,Mitochondria,,Staining,Uncertain
ENSG00000180066,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000180096,Cytoplasm,,Staining,Uncertain
ENSG00000180098,Nucleus but not nucleoli,Cytoplasm;Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000180113,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000180116,Plasma membrane;Cytoplasm,Nucleoli,Staining,Uncertain
ENSG00000180155,,,Staining,Uncertain
ENSG00000180198,Nucleus but not nucleoli,Nuclear membrane,APE,High
ENSG00000180219,Cytoskeleton (Microtubules),Nucleus but not nucleoli,Staining,Uncertain
ENSG00000180245,Golgi apparatus,,Staining,Uncertain
ENSG00000180251,Nucleus;Cytoplasm,,Staining,Non-supportive
ENSG00000180257,Nucleoli,,Staining,Uncertain
ENSG00000180259,Nucleoli,,Staining,Uncertain
ENSG00000180263,Vesicles,,Staining,Uncertain
ENSG00000180287,Mitochondria,,Staining,Uncertain
ENSG00000180316,Cytoskeleton (Intermediate filaments),,Staining,Uncertain
ENSG00000180318,Nucleus but not nucleoli;Golgi apparatus;Vesicles,,APE,Low
ENSG00000180329,Cytoplasm,,Staining,Uncertain
ENSG00000180332,Centrosome,,Staining,Uncertain
ENSG00000180336,Cell Junctions,,Staining,Uncertain
ENSG00000180347,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000180353,Plasma membrane;Cytoplasm,,Staining,Supportive
ENSG00000180354,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000180357,Nucleus but not nucleoli,,APE,Medium
ENSG00000180376,Cell Junctions,Cytoplasm;Centrosome,Staining,Uncertain
ENSG00000180423,Cytoplasm,Centrosome,Staining,Supportive
ENSG00000180481,Cytoplasm;Golgi apparatus,,Staining,Uncertain
ENSG00000180483,Nucleoli,Cytoplasm;Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000180488,Mitochondria,,Staining,Uncertain
ENSG00000180537,Vesicles,,Staining,Supportive
ENSG00000180539,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000180543,Cytoplasm,Nucleus but not nucleoli;Centrosome,Staining,Uncertain
ENSG00000180573,,,Staining,Uncertain
ENSG00000180592,Nucleus but not nucleoli;Cytoplasm,,APE,Low
ENSG00000180611,Cytoplasm,,Staining,Uncertain
ENSG00000180616,Cytoplasm,,Staining,Uncertain
ENSG00000180628,Nucleoli,,Staining,Uncertain
ENSG00000180638,Cytoskeleton (Microtubules),Nucleus but not nucleoli,Staining,Non-supportive
ENSG00000180667,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,APE,Medium
ENSG00000180739,Cytoplasm,,Staining,Non-supportive
ENSG00000180745,Cytoplasm,Nucleus,Staining,Uncertain
ENSG00000180758,Nucleoli,Plasma membrane;Cell Junctions,Staining,Uncertain
ENSG00000180773,Plasma membrane;Golgi apparatus;Vesicles,,Staining,Uncertain
ENSG00000180776,Plasma membrane;Mitochondria;Vesicles,,APE,Very low
ENSG00000180801,,,Staining,Uncertain
ENSG00000180815,Vesicles,,Staining,Uncertain
ENSG00000180817,Vesicles,,APE,Low
ENSG00000180834,Cytoplasm,Mitochondria,Staining,Non-supportive
ENSG00000180855,Cytoplasm,,Staining,Non-supportive
ENSG00000180871,,,Staining,Uncertain
ENSG00000180879,,,Staining,Uncertain
ENSG00000180881,Nucleus;Nucleoli,Cytoplasm;Centrosome,Staining,Uncertain
ENSG00000180884,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000180891,Cytoplasm;Mitochondria;Centrosome,,APE,Very low
ENSG00000180921,Cytoplasm;Cytoskeleton (Intermediate filaments),,APE,Very low
ENSG00000180929,Vesicles;Centrosome,Nucleus but not nucleoli,Staining,Non-supportive
ENSG00000180957,Cytoplasm,Vesicles,Staining,Uncertain
ENSG00000180979,Mitochondria,Cytoplasm,Staining,Uncertain
ENSG00000180992,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000180999,Nucleoli,,Staining,Uncertain
ENSG00000181013,Nucleus;Cytoplasm,Nucleoli,Staining,Uncertain
ENSG00000181016,Cytoplasm,,Staining,Uncertain
ENSG00000181019,Cytoplasm,,Staining,Supportive
ENSG00000181023,Mitochondria,,Staining,Non-supportive
ENSG00000181031,,,Staining,Uncertain
ENSG00000181038,Nucleus;Nucleoli,,Staining,Uncertain
ENSG00000181039,Cytoplasm,,APE,High
ENSG00000181045,Golgi apparatus,,Staining,Uncertain
ENSG00000181061,Nucleus but not nucleoli;Mitochondria,,Staining,Uncertain
ENSG00000181072,Mitochondria,Vesicles,Staining,Non-supportive
ENSG00000181085,Golgi apparatus,Plasma membrane,Staining,Uncertain
ENSG00000181135,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000181143,Nucleoli;Nuclear membrane,Plasma membrane;Cytoplasm;Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000181163,Nucleus,Nucleoli,Staining,Supportive
ENSG00000181191,Nucleus;Nucleoli,,Staining,Uncertain
ENSG00000181192,Focal Adhesions,Mitochondria,Staining,Uncertain
ENSG00000181195,Vesicles,,Staining,Uncertain
ENSG00000181218,,,Staining,Uncertain
ENSG00000181222,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000181234,Cytoplasm;Centrosome,,APE,Medium
ENSG00000181240,,,Staining,Uncertain
ENSG00000181323,,,Staining,Uncertain
ENSG00000181333,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000181350,Nucleus but not nucleoli,Cytoplasm;Vesicles,Staining,Uncertain
ENSG00000181355,Nucleus,,Staining,Uncertain
ENSG00000181409,Mitochondria,,Staining,Supportive
ENSG00000181433,Nucleus,,APE,High
ENSG00000181444,Mitochondria,,Staining,Uncertain
ENSG00000181450,Cytoplasm;Mitochondria,Nucleoli;Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000181458,Cytoskeleton (Intermediate filaments),Cytoskeleton (Microtubules),Staining,Uncertain
ENSG00000181472,Nucleus but not nucleoli;Cytoplasm,,APE,Low
ENSG00000181481,Nucleus but not nucleoli,Vesicles,Staining,Non-supportive
ENSG00000181523,Cytoplasm,,APE,Very low
ENSG00000181552,Plasma membrane,,Staining,Uncertain
ENSG00000181555,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000181577,,,Staining,Uncertain
ENSG00000181585,Vesicles,Cytoplasm,Staining,Uncertain
ENSG00000181610,Nuclear membrane;Mitochondria,Cytoskeleton (Intermediate filaments),Staining,Supportive
ENSG00000181617,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000181619,Nuclear membrane,,Staining,Uncertain
ENSG00000181634,Cytoskeleton (Microtubules),,Staining,Uncertain
ENSG00000181649,,,Staining,Uncertain
ENSG00000181666,Nucleus but not nucleoli;Golgi apparatus,,Staining,Uncertain
ENSG00000181704,Golgi apparatus;Vesicles,Nucleoli,Staining,Uncertain
ENSG00000181722,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000181778,Nucleus;Plasma membrane,,Staining,Uncertain
ENSG00000181786,Nucleoli;Nucleus but not nucleoli,,APE,Very low
ENSG00000181789,Nucleus,Cytoplasm;Golgi apparatus,Staining,Supportive
ENSG00000181790,Nuclear membrane;Vesicles,,Staining,Uncertain
ENSG00000181826,Cytoplasm,Plasma membrane;Cytoskeleton (Microtubules),Staining,Supportive
ENSG00000181827,Nucleus,Nuclear membrane,Staining,Uncertain
ENSG00000181852,,,Staining,Uncertain
ENSG00000181873,Nucleus,,Staining,Uncertain
ENSG00000181877,Nucleus,,Staining,Uncertain
ENSG00000181885,Nucleus;Cytoplasm,,Staining,Non-supportive
ENSG00000181894,Nuclear membrane,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,Staining,Uncertain
ENSG00000181915,,,APE,N/A
ENSG00000181924,Nucleus;Nucleoli,Mitochondria,Staining,Uncertain
ENSG00000181938,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000182010,Nucleus but not nucleoli;Mitochondria,,APE,Low
ENSG00000182013,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000182022,Cytoplasm;Centrosome,,Staining,Non-supportive
ENSG00000182035,Nucleus but not nucleoli;Golgi apparatus,Cytoplasm,Staining,Uncertain
ENSG00000182040,Vesicles,Nucleus but not nucleoli;Plasma membrane,Staining,Uncertain
ENSG00000182054,Mitochondria,,Staining,Supportive
ENSG00000182087,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000182093,Nucleus;Nucleoli,,Staining,Supportive
ENSG00000182107,Nucleus but not nucleoli;Cytoskeleton (Actin filaments),,Staining,Uncertain
ENSG00000182108,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000182132,Nucleus,,Staining,Uncertain
ENSG00000182134,Plasma membrane;Cytoplasm;Cell Junctions,Nucleus but not nucleoli;Centrosome,APE,Low
ENSG00000182150,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
